Subject.ID,ID,Condition,Gender,age.in.months,age.in.days,DOB,DOT,objects ,object.category,trial.number,trial.start,first.top.touch,trial.end ,latency.to.touch,latency,trial.duration,blocked.order
IPAP_260191,260191,No.Social.Information,Male,11months_22days,356,6/15/2018,6/6/2019,seashell,Natural.objects,6,0:07:12,0:07:14,0:07:14,2,2,2,blueartifact_stationeryholder_geode_plant1_plant2_seashell_shoe_greenartifact
IPAP_260191,260191,No.Social.Information,Male,11months_22days,356,6/15/2018,6/6/2019,shoe,Familiar.objects,7,0:08:02,0:08:03,0:08:03,1,1,1,blueartifact_stationeryholder_geode_plant1_plant2_seashell_shoe_greenartifact
IPAP_260191,260191,No.Social.Information,Male,11months_22days,356,6/15/2018,6/6/2019,greenartifact,Novel.artifacts,8,0:08:51,0:08:53,0:08:53,2,2,2,blueartifact_stationeryholder_geode_plant1_plant2_seashell_shoe_greenartifact
IPAP_260538,260538,Social.Information,Female,13months_8days,408,4/29/2018,6/6/2019,plant2,Plants,1,0:01:24,0:01:26,0:01:26,2,2,2,plant2_shoe_greenartifact_seashell_geode_blueartifact_stationeryholder_plant1
IPAP_260538,260538,Social.Information,Female,13months_8days,408,4/29/2018,6/6/2019,shoe,Familiar.objects,2,0:02:22,0:02:24,0:02:24,2,2,2,plant2_shoe_greenartifact_seashell_geode_blueartifact_stationeryholder_plant1
IPAP_260538,260538,Social.Information,Female,13months_8days,408,4/29/2018,6/6/2019,greenartifact,Novel.artifacts,3,0:03:09,0:03:11,0:03:11,2,2,2,plant2_shoe_greenartifact_seashell_geode_blueartifact_stationeryholder_plant1
IPAP_260538,260538,Social.Information,Female,13months_8days,408,4/29/2018,6/6/2019,seashell,Natural.objects,4,0:03:57,0:04:00,0:04:00,3,3,3,plant2_shoe_greenartifact_seashell_geode_blueartifact_stationeryholder_plant1
IPAP_260538,260538,Social.Information,Female,13months_8days,408,4/29/2018,6/6/2019,geode,Natural.objects,5,0:04:42,0:04:43,0:04:43,1,1,1,plant2_shoe_greenartifact_seashell_geode_blueartifact_stationeryholder_plant1
IPAP_260538,260538,Social.Information,Female,13months_8days,408,4/29/2018,6/6/2019,blueartifact,Novel.artifacts,6,0:05:28,0:05:30,0:05:30,2,2,2,plant2_shoe_greenartifact_seashell_geode_blueartifact_stationeryholder_plant1
IPAP_260538,260538,Social.Information,Female,13months_8days,408,4/29/2018,6/6/2019,stationeryholder,Familiar.objects,7,0:06:18,0:06:20,0:06:20,2,2,2,plant2_shoe_greenartifact_seashell_geode_blueartifact_stationeryholder_plant1
IPAP_260538,260538,Social.Information,Female,13months_8days,408,4/29/2018,6/6/2019,plant1,Plants,8,0:07:09,0:07:10,0:07:10,1,1,1,plant2_shoe_greenartifact_seashell_geode_blueartifact_stationeryholder_plant1
IPAP_260189,260189,No.Social.Information,Female,12months_6days,371,6/6/2018,6/12/2019,plant1,Plants,1,0:01:03,0:01:05,0:01:05,2,2,2,plant1_geode_stationeryholder_blueartifact_greenartifact_shoe_seashell_plant2
IPAP_260189,260189,No.Social.Information,Female,12months_6days,371,6/6/2018,6/12/2019,geode,Natural.objects,2,0:01:49,0:01:50,0:01:50,1,1,1,plant1_geode_stationeryholder_blueartifact_greenartifact_shoe_seashell_plant2
IPAP_260189,260189,No.Social.Information,Female,12months_6days,371,6/6/2018,6/12/2019,stationeryholder,Familiar.objects,3,0:02:31,0:02:32,0:02:32,1,1,1,plant1_geode_stationeryholder_blueartifact_greenartifact_shoe_seashell_plant2
IPAP_260189,260189,No.Social.Information,Female,12months_6days,371,6/6/2018,6/12/2019,blueartifact,Novel.artifacts,4,0:03:09,0:03:10,0:03:10,1,1,1,plant1_geode_stationeryholder_blueartifact_greenartifact_shoe_seashell_plant2
IPAP_260189,260189,No.Social.Information,Female,12months_6days,371,6/6/2018,6/12/2019,greenartifact,Novel.artifacts,5,0:03:45,0:03:52,0:03:52,7,7,7,plant1_geode_stationeryholder_blueartifact_greenartifact_shoe_seashell_plant2
IPAP_260189,260189,No.Social.Information,Female,12months_6days,371,6/6/2018,6/12/2019,shoe,Familiar.objects,6,0:05:18,0:05:19,0:05:19,1,1,1,plant1_geode_stationeryholder_blueartifact_greenartifact_shoe_seashell_plant2
IPAP_260189,260189,No.Social.Information,Female,12months_6days,371,6/6/2018,6/12/2019,seashell,Natural.objects,7,0:05:55,0:05:56,0:05:56,1,1,1,plant1_geode_stationeryholder_blueartifact_greenartifact_shoe_seashell_plant2
IPAP_260189,260189,No.Social.Information,Female,12months_6days,371,6/6/2018,6/12/2019,plant2,Plants,8,0:06:32,0:06:35,0:06:35,3,3,3,plant1_geode_stationeryholder_blueartifact_greenartifact_shoe_seashell_plant2
IPAP_260550,260550,Social.Information,Female,13months_4days,399,5/8/2018,6/12/2019,shoe,Familiar.objects,1,0:01:30,0:01:31,0:01:31,1,1,1,shoe_plant2_seashell_greenartifact_blueartifact_geode_plant1_stationeryholder
IPAP_260550,260550,Social.Information,Female,13months_4days,399,5/8/2018,6/12/2019,plant2,Plants,2,0:02:12,0:02:15,0:02:15,3,3,3,shoe_plant2_seashell_greenartifact_blueartifact_geode_plant1_stationeryholder
IPAP_260550,260550,Social.Information,Female,13months_4days,399,5/8/2018,6/12/2019,seashell,Natural.objects,3,0:03:01,0:03:30,0:03:30,29,29,29,shoe_plant2_seashell_greenartifact_blueartifact_geode_plant1_stationeryholder
IPAP_260550,260550,Social.Information,Female,13months_4days,399,5/8/2018,6/12/2019,greenartifact,Novel.artifacts,4,0:04:12,0:04:14,0:04:14,2,2,2,shoe_plant2_seashell_greenartifact_blueartifact_geode_plant1_stationeryholder
IPAP_260550,260550,Social.Information,Female,13months_4days,399,5/8/2018,6/12/2019,blueartifact,Novel.artifacts,5,0:05:00,0:05:01,0:05:01,1,1,1,shoe_plant2_seashell_greenartifact_blueartifact_geode_plant1_stationeryholder
IPAP_260550,260550,Social.Information,Female,13months_4days,399,5/8/2018,6/12/2019,geode,Natural.objects,6,0:05:43,0:05:44,0:05:44,1,1,1,shoe_plant2_seashell_greenartifact_blueartifact_geode_plant1_stationeryholder
IPAP_260550,260550,Social.Information,Female,13months_4days,399,5/8/2018,6/12/2019,plant1,Plants,7,0:06:28,0:06:29,0:06:29,1,1,1,shoe_plant2_seashell_greenartifact_blueartifact_geode_plant1_stationeryholder
IPAP_260550,260550,Social.Information,Female,13months_4days,399,5/8/2018,6/12/2019,stationeryholder,Familiar.objects,8,0:07:14,0:07:15,0:07:15,1,1,1,shoe_plant2_seashell_greenartifact_blueartifact_geode_plant1_stationeryholder
IPAP_260397,260397,No.Social.Information,Female,9months_27days,300,8/17/2018,6/13/2019,shoe,Familiar.objects,1,0:02:22,0:02:23,0:02:23,1,1,1,shoe_plant2_seashell_greenartifact_blueartifact_geode_plant1_stationeryholder
IPAP_260397,260397,No.Social.Information,Female,9months_27days,300,8/17/2018,6/13/2019,plant2,Plants,2,0:03:00,0:03:01,0:03:01,1,1,1,shoe_plant2_seashell_greenartifact_blueartifact_geode_plant1_stationeryholder
IPAP_260397,260397,No.Social.Information,Female,9months_27days,300,8/17/2018,6/13/2019,seashell,Natural.objects,3,0:03:41,0:03:42,0:03:42,1,1,1,shoe_plant2_seashell_greenartifact_blueartifact_geode_plant1_stationeryholder
IPAP_260397,260397,No.Social.Information,Female,9months_27days,300,8/17/2018,6/13/2019,greenartifact,Novel.artifacts,4,0:04:20,0:04:21,0:04:21,1,1,1,shoe_plant2_seashell_greenartifact_blueartifact_geode_plant1_stationeryholder
IPAP_260397,260397,No.Social.Information,Female,9months_27days,300,8/17/2018,6/13/2019,blueartifact,Novel.artifacts,5,0:05:01,0:05:02,0:05:02,1,1,1,shoe_plant2_seashell_greenartifact_blueartifact_geode_plant1_stationeryholder
IPAP_260397,260397,No.Social.Information,Female,9months_27days,300,8/17/2018,6/13/2019,geode,Natural.objects,6,0:05:43,0:05:44,0:05:44,1,1,1,shoe_plant2_seashell_greenartifact_blueartifact_geode_plant1_stationeryholder
IPAP_260397,260397,No.Social.Information,Female,9months_27days,300,8/17/2018,6/13/2019,plant1,Plants,7,0:06:26,0:06:28,0:06:28,2,2,2,shoe_plant2_seashell_greenartifact_blueartifact_geode_plant1_stationeryholder
IPAP_260397,260397,No.Social.Information,Female,9months_27days,300,8/17/2018,6/13/2019,stationeryholder,Familiar.objects,8,0:07:11,0:07:12,0:07:12,1,1,1,shoe_plant2_seashell_greenartifact_blueartifact_geode_plant1_stationeryholder
IPAP_260264,260264,Social.Information,Female,12months_15days,380,5/30/2018,6/14/2019,greenartifact,Novel.artifacts,1,0:01:48,NA,0:02:18,30,NA,30,greenartifact_seashell_plant2_shoe_stationeryholder_plant1_geode_blueartifact
IPAP_260264,260264,Social.Information,Female,12months_15days,380,5/30/2018,6/14/2019,seashell,Natural.objects,2,0:03:12,NA,0:03:42,30,NA,30,greenartifact_seashell_plant2_shoe_stationeryholder_plant1_geode_blueartifact
IPAP_260264,260264,Social.Information,Female,12months_15days,380,5/30/2018,6/14/2019,plant2,Plants,3,0:04:30,NA,0:05:00,30,NA,30,greenartifact_seashell_plant2_shoe_stationeryholder_plant1_geode_blueartifact
IPAP_260264,260264,Social.Information,Female,12months_15days,380,5/30/2018,6/14/2019,shoe,Familiar.objects,4,0:05:44,NA,0:06:14,30,NA,30,greenartifact_seashell_plant2_shoe_stationeryholder_plant1_geode_blueartifact
IPAP_260264,260264,Social.Information,Female,12months_15days,380,5/30/2018,6/14/2019,stationeryholder,Familiar.objects,5,0:07:04,NA,0:07:34,30,NA,30,greenartifact_seashell_plant2_shoe_stationeryholder_plant1_geode_blueartifact
IPAP_260264,260264,Social.Information,Female,12months_15days,380,5/30/2018,6/14/2019,plant1,Plants,6,0:08:23,NA,0:08:53,30,NA,30,greenartifact_seashell_plant2_shoe_stationeryholder_plant1_geode_blueartifact
IPAP_260264,260264,Social.Information,Female,12months_15days,380,5/30/2018,6/14/2019,geode,Natural.objects,7,0:09:40,NA,0:10:10,30,NA,30,greenartifact_seashell_plant2_shoe_stationeryholder_plant1_geode_blueartifact
IPAP_260264,260264,Social.Information,Female,12months_15days,380,5/30/2018,6/14/2019,blueartifact,Novel.artifacts,8,0:10:57,NA,0:11:27,30,NA,30,greenartifact_seashell_plant2_shoe_stationeryholder_plant1_geode_blueartifact
IPAP_260552,260552,No.Social.Information,Female,11months_5days,339,7/9/2018,6/14/2019,plant2,Plants,1,0:01:15,0:01:23,0:01:23,8,8,8,plant2_shoe_greenartifact_seashell_geode_blueartifact_stationeryholder_plant1
IPAP_260552,260552,No.Social.Information,Female,11months_5days,339,7/9/2018,6/14/2019,shoe,Familiar.objects,2,0:01:58,0:02:00,0:02:00,2,2,2,plant2_shoe_greenartifact_seashell_geode_blueartifact_stationeryholder_plant1
IPAP_260552,260552,No.Social.Information,Female,11months_5days,339,7/9/2018,6/14/2019,greenartifact,Novel.artifacts,3,0:02:40,0:02:42,0:02:42,2,2,2,plant2_shoe_greenartifact_seashell_geode_blueartifact_stationeryholder_plant1
IPAP_260552,260552,No.Social.Information,Female,11months_5days,339,7/9/2018,6/14/2019,seashell,Natural.objects,4,0:03:25,0:03:30,0:03:30,5,5,5,plant2_shoe_greenartifact_seashell_geode_blueartifact_stationeryholder_plant1
IPAP_260552,260552,No.Social.Information,Female,11months_5days,339,7/9/2018,6/14/2019,geode,Natural.objects,5,0:04:08,0:04:13,0:04:13,5,5,5,plant2_shoe_greenartifact_seashell_geode_blueartifact_stationeryholder_plant1
IPAP_260552,260552,No.Social.Information,Female,11months_5days,339,7/9/2018,6/14/2019,blueartifact,Novel.artifacts,6,0:04:52,0:04:56,0:04:56,4,4,4,plant2_shoe_greenartifact_seashell_geode_blueartifact_stationeryholder_plant1
IPAP_260552,260552,No.Social.Information,Female,11months_5days,339,7/9/2018,6/14/2019,stationeryholder,Familiar.objects,7,0:05:44,0:05:48,0:05:48,4,4,4,plant2_shoe_greenartifact_seashell_geode_blueartifact_stationeryholder_plant1
IPAP_260552,260552,No.Social.Information,Female,11months_5days,339,7/9/2018,6/14/2019,plant1,Plants,8,0:06:32,0:06:34,0:06:34,2,2,2,plant2_shoe_greenartifact_seashell_geode_blueartifact_stationeryholder_plant1
IPAP_260475,260475,Social.Information,Male,10months_26days,330,7/19/2018,6/14/2019,geode,Natural.objects,1,0:01:20,0:01:27,0:01:27,7,7,7,geode_plant1_stationeryholder_blueartifact_greenartifact_shoe_plant2_seashell
IPAP_260475,260475,Social.Information,Male,10months_26days,330,7/19/2018,6/14/2019,plant1,Plants,2,0:02:15,0:02:18,0:02:18,3,3,3,geode_plant1_stationeryholder_blueartifact_greenartifact_shoe_plant2_seashell
IPAP_260475,260475,Social.Information,Male,10months_26days,330,7/19/2018,6/14/2019,stationeryholder,Familiar.objects,3,0:03:16,0:03:18,0:03:18,2,2,2,geode_plant1_stationeryholder_blueartifact_greenartifact_shoe_plant2_seashell
IPAP_260475,260475,Social.Information,Male,10months_26days,330,7/19/2018,6/14/2019,blueartifact,Novel.artifacts,4,0:04:08,0:04:10,0:04:10,2,2,2,geode_plant1_stationeryholder_blueartifact_greenartifact_shoe_plant2_seashell
IPAP_260475,260475,Social.Information,Male,10months_26days,330,7/19/2018,6/14/2019,greenartifact,Novel.artifacts,5,0:05:34,0:05:35,0:05:35,1,1,1,geode_plant1_stationeryholder_blueartifact_greenartifact_shoe_plant2_seashell
IPAP_260475,260475,Social.Information,Male,10months_26days,330,7/19/2018,6/14/2019,shoe,Familiar.objects,6,0:06:14,0:06:15,0:06:15,1,1,1,geode_plant1_stationeryholder_blueartifact_greenartifact_shoe_plant2_seashell
IPAP_260475,260475,Social.Information,Male,10months_26days,330,7/19/2018,6/14/2019,plant2,Plants,7,0:06:55,0:06:56,0:06:56,1,1,1,geode_plant1_stationeryholder_blueartifact_greenartifact_shoe_plant2_seashell
IPAP_260475,260475,Social.Information,Male,10months_26days,330,7/19/2018,6/14/2019,seashell,Natural.objects,8,0:07:38,0:07:39,0:07:39,1,1,1,geode_plant1_stationeryholder_blueartifact_greenartifact_shoe_plant2_seashell
IPAP_260335,260335,No.Social.Information,Female,10months_4days,314,8/10/2018,6/14/2019,geode,Natural.objects,1,0:01:15,0:01:45,0:01:45,30,30,30,geode_stationeryholder_blueartifact_plant1_plant2_greenartifact_shoe_seashell
IPAP_260335,260335,No.Social.Information,Female,10months_4days,314,8/10/2018,6/14/2019,stationeryholder,Familiar.objects,2,0:02:27,NA,0:02:57,30,NA,30,geode_stationeryholder_blueartifact_plant1_plant2_greenartifact_shoe_seashell
IPAP_260335,260335,No.Social.Information,Female,10months_4days,314,8/10/2018,6/14/2019,blueartifact,Novel.artifacts,3,0:03:40,0:03:48,0:03:48,8,8,8,geode_stationeryholder_blueartifact_plant1_plant2_greenartifact_shoe_seashell
IPAP_260335,260335,No.Social.Information,Female,10months_4days,314,8/10/2018,6/14/2019,plant1,Plants,4,0:04:28,0:04:31,0:04:31,3,3,3,geode_stationeryholder_blueartifact_plant1_plant2_greenartifact_shoe_seashell
IPAP_260335,260335,No.Social.Information,Female,10months_4days,314,8/10/2018,6/14/2019,plant2,Plants,5,0:05:12,0:05:14,0:05:14,2,2,2,geode_stationeryholder_blueartifact_plant1_plant2_greenartifact_shoe_seashell
IPAP_260335,260335,No.Social.Information,Female,10months_4days,314,8/10/2018,6/14/2019,greenartifact,Novel.artifacts,6,0:05:52,0:05:55,0:05:55,3,3,3,geode_stationeryholder_blueartifact_plant1_plant2_greenartifact_shoe_seashell
IPAP_260335,260335,No.Social.Information,Female,10months_4days,314,8/10/2018,6/14/2019,shoe,Familiar.objects,7,0:06:34,0:06:36,0:06:36,2,2,2,geode_stationeryholder_blueartifact_plant1_plant2_greenartifact_shoe_seashell
IPAP_260335,260335,No.Social.Information,Female,10months_4days,314,8/10/2018,6/14/2019,seashell,Natural.objects,8,0:07:13,0:07:14,0:07:14,1,1,1,geode_stationeryholder_blueartifact_plant1_plant2_greenartifact_shoe_seashell
IPAP_260309,260309,Social.Information,Male,14months,429,4/4/2018,6/14/2019,seashell,Natural.objects,1,0:01:28,NA,0:01:58,30,NA,30,seashell_greenartifact_plant2_shoe_stationeryholder_plant1_blueartifact_geode
IPAP_260309,260309,Social.Information,Male,14months,429,4/4/2018,6/14/2019,greenartifact,Novel.artifacts,2,0:02:52,NA,0:03:22,30,NA,30,seashell_greenartifact_plant2_shoe_stationeryholder_plant1_blueartifact_geode
IPAP_260309,260309,Social.Information,Male,14months,429,4/4/2018,6/14/2019,plant2,Plants,3,0:04:07,NA,0:04:37,30,NA,30,seashell_greenartifact_plant2_shoe_stationeryholder_plant1_blueartifact_geode
IPAP_260309,260309,Social.Information,Male,14months,429,4/4/2018,6/14/2019,shoe,Familiar.objects,4,0:05:35,NA,0:06:05,30,NA,30,seashell_greenartifact_plant2_shoe_stationeryholder_plant1_blueartifact_geode
IPAP_260309,260309,Social.Information,Male,14months,429,4/4/2018,6/14/2019,stationeryholder,Familiar.objects,5,0:06:50,0:06:52,0:06:52,2,2,2,seashell_greenartifact_plant2_shoe_stationeryholder_plant1_blueartifact_geode
IPAP_260309,260309,Social.Information,Male,14months,429,4/4/2018,6/14/2019,plant1,Plants,6,0:07:48,0:07:54,0:07:54,6,6,6,seashell_greenartifact_plant2_shoe_stationeryholder_plant1_blueartifact_geode
IPAP_260309,260309,Social.Information,Male,14months,429,4/4/2018,6/14/2019,blueartifact,Novel.artifacts,7,0:08:37,0:08:40,0:08:40,3,3,3,seashell_greenartifact_plant2_shoe_stationeryholder_plant1_blueartifact_geode
IPAP_260309,260309,Social.Information,Male,14months,429,4/4/2018,6/14/2019,geode,Natural.objects,8,0:09:28,0:09:29,0:09:29,1,1,1,seashell_greenartifact_plant2_shoe_stationeryholder_plant1_blueartifact_geode
IPAP_260203,260203,No.Social.Information,Female,10months_20days,324,7/28/2018,6/17/2019,stationeryholder,Familiar.objects,1,0:03:55,0:04:02,0:04:02,7,7,7,stationeryholder_plant1_geode_blueartifact_greenartifact_seashell_plant2_shoe
IPAP_260203,260203,No.Social.Information,Female,10months_20days,324,7/28/2018,6/17/2019,plant1,Plants,2,0:04:46,0:04:52,0:04:52,6,6,6,stationeryholder_plant1_geode_blueartifact_greenartifact_seashell_plant2_shoe
IPAP_260203,260203,No.Social.Information,Female,10months_20days,324,7/28/2018,6/17/2019,geode,Natural.objects,3,0:05:34,0:05:37,0:05:37,3,3,3,stationeryholder_plant1_geode_blueartifact_greenartifact_seashell_plant2_shoe
IPAP_260203,260203,No.Social.Information,Female,10months_20days,324,7/28/2018,6/17/2019,blueartifact,Novel.artifacts,4,0:06:15,0:06:16,0:06:16,1,1,1,stationeryholder_plant1_geode_blueartifact_greenartifact_seashell_plant2_shoe
IPAP_260203,260203,No.Social.Information,Female,10months_20days,324,7/28/2018,6/17/2019,greenartifact,Novel.artifacts,5,0:06:55,0:06:59,0:06:59,4,4,4,stationeryholder_plant1_geode_blueartifact_greenartifact_seashell_plant2_shoe
IPAP_260203,260203,No.Social.Information,Female,10months_20days,324,7/28/2018,6/17/2019,seashell,Natural.objects,6,0:07:40,0:07:45,0:07:45,5,5,5,stationeryholder_plant1_geode_blueartifact_greenartifact_seashell_plant2_shoe
IPAP_260203,260203,No.Social.Information,Female,10months_20days,324,7/28/2018,6/17/2019,plant2,Plants,7,0:08:26,0:08:56,0:08:56,30,30,30,stationeryholder_plant1_geode_blueartifact_greenartifact_seashell_plant2_shoe
IPAP_260203,260203,No.Social.Information,Female,10months_20days,324,7/28/2018,6/17/2019,shoe,Familiar.objects,8,0:09:36,0:09:46,0:09:46,10,10,10,stationeryholder_plant1_geode_blueartifact_greenartifact_seashell_plant2_shoe
IPAP_260249,260249,Social.Information,Female,13months_9days,404,5/8/2018,6/17/2019,seashell,Natural.objects,1,0:01:10,0:01:13,0:01:13,3,3,3,seashell_shoe_greenartifact_plant2_plant1_blueartifact_stationeryholder_geode
IPAP_260249,260249,Social.Information,Female,13months_9days,404,5/8/2018,6/17/2019,shoe,Familiar.objects,2,0:01:52,0:01:54,0:01:54,2,2,2,seashell_shoe_greenartifact_plant2_plant1_blueartifact_stationeryholder_geode
IPAP_260249,260249,Social.Information,Female,13months_9days,404,5/8/2018,6/17/2019,greenartifact,Novel.artifacts,3,0:02:30,0:02:31,0:02:31,1,1,1,seashell_shoe_greenartifact_plant2_plant1_blueartifact_stationeryholder_geode
IPAP_260249,260249,Social.Information,Female,13months_9days,404,5/8/2018,6/17/2019,plant2,Plants,4,0:03:16,0:03:18,0:03:18,2,2,2,seashell_shoe_greenartifact_plant2_plant1_blueartifact_stationeryholder_geode
IPAP_260249,260249,Social.Information,Female,13months_9days,404,5/8/2018,6/17/2019,plant1,Plants,5,0:03:55,0:03:56,0:03:56,1,1,1,seashell_shoe_greenartifact_plant2_plant1_blueartifact_stationeryholder_geode
IPAP_260249,260249,Social.Information,Female,13months_9days,404,5/8/2018,6/17/2019,blueartifact,Novel.artifacts,6,0:04:36,0:04:39,0:04:39,3,3,3,seashell_shoe_greenartifact_plant2_plant1_blueartifact_stationeryholder_geode
IPAP_260249,260249,Social.Information,Female,13months_9days,404,5/8/2018,6/17/2019,stationeryholder,Familiar.objects,7,0:05:19,0:05:20,0:05:20,1,1,1,seashell_shoe_greenartifact_plant2_plant1_blueartifact_stationeryholder_geode
IPAP_260249,260249,Social.Information,Female,13months_9days,404,5/8/2018,6/17/2019,geode,Natural.objects,8,0:05:58,0:05:59,0:05:59,1,1,1,seashell_shoe_greenartifact_plant2_plant1_blueartifact_stationeryholder_geode
IPAP_260197,260197,No.Social.Information,Male,11months_24days,358,6/24/2018,6/17/2019,plant2,Plants,1,0:01:14,0:01:25,0:01:25,11,11,11,plant2_greenartifact_seashell_shoe_stationeryholder_geode_blueartifact_plant1
IPAP_260197,260197,No.Social.Information,Male,11months_24days,358,6/24/2018,6/17/2019,greenartifact,Novel.artifacts,2,0:02:08,NA,0:02:38,30,NA,30,plant2_greenartifact_seashell_shoe_stationeryholder_geode_blueartifact_plant1
IPAP_260197,260197,No.Social.Information,Male,11months_24days,358,6/24/2018,6/17/2019,seashell,Natural.objects,3,0:03:12,0:03:18,0:03:18,6,6,6,plant2_greenartifact_seashell_shoe_stationeryholder_geode_blueartifact_plant1
IPAP_260197,260197,No.Social.Information,Male,11months_24days,358,6/24/2018,6/17/2019,shoe,Familiar.objects,4,0:04:00,0:04:12,0:04:12,12,12,12,plant2_greenartifact_seashell_shoe_stationeryholder_geode_blueartifact_plant1
IPAP_260197,260197,No.Social.Information,Male,11months_24days,358,6/24/2018,6/17/2019,stationeryholder,Familiar.objects,5,0:04:57,0:05:00,0:05:00,3,3,3,plant2_greenartifact_seashell_shoe_stationeryholder_geode_blueartifact_plant1
IPAP_260197,260197,No.Social.Information,Male,11months_24days,358,6/24/2018,6/17/2019,geode,Natural.objects,6,0:05:40,0:05:47,0:05:47,7,7,7,plant2_greenartifact_seashell_shoe_stationeryholder_geode_blueartifact_plant1
IPAP_260197,260197,No.Social.Information,Male,11months_24days,358,6/24/2018,6/17/2019,blueartifact,Novel.artifacts,7,0:06:24,0:06:27,0:06:27,3,3,3,plant2_greenartifact_seashell_shoe_stationeryholder_geode_blueartifact_plant1
IPAP_260197,260197,No.Social.Information,Male,11months_24days,358,6/24/2018,6/17/2019,plant1,Plants,8,0:07:10,0:07:15,0:07:15,5,5,5,plant2_greenartifact_seashell_shoe_stationeryholder_geode_blueartifact_plant1
IPAP_260347,260347,Social.Information,Male,10months_16days,320,8/2/2018,6/18/2019,shoe,Familiar.objects,1,0:02:13,0:02:23,0:02:23,10,10,10,shoe_greenartifact_plant2_seashell_geode_plant1_blueartifact_stationeryholder
IPAP_260347,260347,Social.Information,Male,10months_16days,320,8/2/2018,6/18/2019,greenartifact,Novel.artifacts,2,0:03:07,0:03:12,0:03:12,5,5,5,shoe_greenartifact_plant2_seashell_geode_plant1_blueartifact_stationeryholder
IPAP_260347,260347,Social.Information,Male,10months_16days,320,8/2/2018,6/18/2019,plant2,Plants,3,0:04:02,0:04:10,0:04:10,8,8,8,shoe_greenartifact_plant2_seashell_geode_plant1_blueartifact_stationeryholder
IPAP_260347,260347,Social.Information,Male,10months_16days,320,8/2/2018,6/18/2019,seashell,Natural.objects,4,0:04:52,0:04:53,0:04:53,1,1,1,shoe_greenartifact_plant2_seashell_geode_plant1_blueartifact_stationeryholder
IPAP_260347,260347,Social.Information,Male,10months_16days,320,8/2/2018,6/18/2019,geode,Natural.objects,5,0:06:09,0:06:10,0:06:10,1,1,1,shoe_greenartifact_plant2_seashell_geode_plant1_blueartifact_stationeryholder
IPAP_260347,260347,Social.Information,Male,10months_16days,320,8/2/2018,6/18/2019,plant1,Plants,6,0:06:55,0:06:56,0:06:56,1,1,1,shoe_greenartifact_plant2_seashell_geode_plant1_blueartifact_stationeryholder
IPAP_260347,260347,Social.Information,Male,10months_16days,320,8/2/2018,6/18/2019,blueartifact,Novel.artifacts,7,0:07:36,0:07:37,0:07:37,1,1,1,shoe_greenartifact_plant2_seashell_geode_plant1_blueartifact_stationeryholder
IPAP_260347,260347,Social.Information,Male,10months_16days,320,8/2/2018,6/18/2019,stationeryholder,Familiar.objects,8,0:08:22,0:08:23,0:08:23,1,1,1,shoe_greenartifact_plant2_seashell_geode_plant1_blueartifact_stationeryholder
IPAP_260377,260377,No.Social.Information,Male,9months_23days,296,8/27/2018,6/19/2019,geode,Natural.objects,1,0:01:23,0:01:25,0:01:25,2,2,2,geode_blueartifact_plant1_stationeryholder_shoe_plant2_greenartifact_seashell
IPAP_260377,260377,No.Social.Information,Male,9months_23days,296,8/27/2018,6/19/2019,blueartifact,Novel.artifacts,2,0:02:07,0:02:09,0:02:09,2,2,2,geode_blueartifact_plant1_stationeryholder_shoe_plant2_greenartifact_seashell
IPAP_260377,260377,No.Social.Information,Male,9months_23days,296,8/27/2018,6/19/2019,plant1,Plants,3,0:02:47,0:02:49,0:02:49,2,2,2,geode_blueartifact_plant1_stationeryholder_shoe_plant2_greenartifact_seashell
IPAP_260377,260377,No.Social.Information,Male,9months_23days,296,8/27/2018,6/19/2019,stationeryholder,Familiar.objects,4,0:03:29,0:03:30,0:03:30,1,1,1,geode_blueartifact_plant1_stationeryholder_shoe_plant2_greenartifact_seashell
IPAP_260377,260377,No.Social.Information,Male,9months_23days,296,8/27/2018,6/19/2019,shoe,Familiar.objects,5,0:04:12,0:04:13,0:04:13,1,1,1,geode_blueartifact_plant1_stationeryholder_shoe_plant2_greenartifact_seashell
IPAP_260377,260377,No.Social.Information,Male,9months_23days,296,8/27/2018,6/19/2019,plant2,Plants,6,0:04:52,0:04:55,0:04:55,3,3,3,geode_blueartifact_plant1_stationeryholder_shoe_plant2_greenartifact_seashell
IPAP_260377,260377,No.Social.Information,Male,9months_23days,296,8/27/2018,6/19/2019,greenartifact,Novel.artifacts,7,0:05:34,0:05:37,0:05:37,3,3,3,geode_blueartifact_plant1_stationeryholder_shoe_plant2_greenartifact_seashell
IPAP_260377,260377,No.Social.Information,Male,9months_23days,296,8/27/2018,6/19/2019,seashell,Natural.objects,8,0:06:17,0:06:18,0:06:18,1,1,1,geode_blueartifact_plant1_stationeryholder_shoe_plant2_greenartifact_seashell
IPAP_260421,260421,Social.Information,Female,10months_25days,329,7/25/2018,7/19/2019,plant2,Plants,1,0:05:10,NA,0:05:40,30,NA,30,plant2_seashell_shoe_greenartifact_blueartifact_stationeryholder_geode_plant1
IPAP_260421,260421,Social.Information,Female,10months_25days,329,7/25/2018,7/19/2019,seashell,Natural.objects,2,0:06:32,NA,0:07:02,30,NA,30,plant2_seashell_shoe_greenartifact_blueartifact_stationeryholder_geode_plant1
